Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten- Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten- Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,,ORDRSP,,Bestellantwort,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDRSP,,Bestellantwort,X,
Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,,1.2b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,
Beginn der Nachricht,7,,BGM,,,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,,Z51,,Sperrung,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z51,,Sperrung,X,
Beginn der Nachricht,9,,BGM,1001,,Z52,,Entsperrung,X,,,Beginn der Nachricht,9,,BGM,1001,,Z52,,Entsperrung,X,
Beginn der Nachricht,10,,BGM,1004,,,,Dokumentennummer,X,,,Beginn der Nachricht,10,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,11,,DTM,,,,,,Muss,,,Nachrichtendatum,11,,DTM,,00003,,,,Muss,
Nachrichtendatum,12,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,,,Nachrichtendatum,12,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,
Nachrichtendatum,13,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,13,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,14,,DTM,2379,,303,,CCYYMMDDHHMM ZZZ,X,,,Nachrichtendatum,14,,DTM,2379,00003,303,,CCYYMMDDHHMMZ ZZ,X,
Referenz Nachrichtennummer,15,SG1,,,,,,,Muss,,,Referenz Nachrichtennummer,15,SG1,,,,,,,Muss,
Referenz Nachrichtennummer,16,SG1,RFF,,,,,,Muss,,,Referenz Nachrichtennummer,16,SG1,RFF,,00009,,,,Muss,
Referenz Nachrichtennummer,17,SG1,RFF,1153,,ON,,Auftragsnummer (Einkauf),X,,,Referenz Nachrichtennummer,17,SG1,RFF,1153,00009,ON,,Auftragsnummer (Einkauf),X,
Referenz Nachrichtennummer,18,SG1,RFF,1154,,,,Referenz Nachrichtennummer,X [529],[529] Hinweis: Dokumentennummer aus BGM DE1004 der ORDERS,,Referenz Nachrichtennummer,18,SG1,RFF,1154,00009,,,Referenz Nachrichtennummer,X [529],[529] Hinweis: Dokumentennummer aus BGM DE1004 der ORDERS
Prüfidentifikator,19,SG1,,,,,,,Muss,,,Prüfidentifikator,19,SG1,,,,,,,Muss,
Prüfidentifikator,20,SG1,RFF,,,,,,Muss,,,Prüfidentifikator,20,SG1,RFF,,00012,,,,Muss,
Prüfidentifikator,21,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,21,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
Prüfidentifikator,22,SG1,RFF,1154,,19116,,Bestätigung Sperr-/ Entsperrauftrag,X,,,Prüfidentifikator,22,SG1,RFF,1154,00012,19116,,Bestätigung Sperr-/ Entsperrauftrag,X,
Einzelheiten zu einer Anpassung/Änderung,23,SG2,,,,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,23,SG2,,,,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,24,SG2,AJT,,,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,24,SG2,AJT,,00013,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,25,SG2,AJT,4465,,,,Code des Prüfschritts,X [17],"[17] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Zustimmung zugeordnet sein
[18] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Ablehnung zugeordnet sein",,Einzelheiten zu einer Anpassung/Änderung,25,SG2,AJT,4465,00013,,,Code des Prüfschritts,X [17],"[17] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Zustimmung zugeordnet sein
[18] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Ablehnung zugeordnet sein"
Einzelheiten zu einer Anpassung/Änderung,26,SG2,AJT,1082,,E_0470,,EBD Nr. E_0470,X [24],,,Einzelheiten zu einer Anpassung/Änderung,26,SG2,AJT,1082,00013,E_047,,EBD Nr. E_0470,X [24] ∧,
Einzelheiten zu einer Anpassung/Änderung,27,SG2,AJT,1082,,E_0497,,EBD Nr. E_0497,X [25],"[24] Wenn BGM+Z51 vorhanden
[25] Wenn BGM+Z52 vorhanden",,Einzelheiten zu einer Anpassung/Änderung,27,SG2,AJT,1082,,0,,,[492],
,,,,,,,,,,,NEW,Einzelheiten zu einer Anpassung/Änderung,28,SG2,AJT,1082,,E_049,,EBD Nr. E_0497,X [25] ∧,
,,,,,,,,,,,NEW,Einzelheiten zu einer Anpassung/Änderung,29,SG2,AJT,1082,,7,,,[492],
,,,,,,,,,,,NEW,Einzelheiten zu einer Anpassung/Änderung,30,SG2,AJT,1082,,E_100,,EBD Nr. E_1000,X [24] ∧,
,,,,,,,,,,,NEW,Einzelheiten zu einer Anpassung/Änderung,31,SG2,AJT,1082,,0,,,[493] ,
,,,,,,,,,,,NEW,Einzelheiten zu einer Anpassung/Änderung,32,SG2,AJT,1082,,E_100,,EBD Nr. E_1004,X [25] ∧,
