Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,,ORDRSP,,Bestellantwort,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDRSP,,Bestellantwort,X,
Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,,1.2b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,,Z11,,Weiterverpflichtung zum Betrieb der Messlokation,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z11,,Weiterverpflichtung zum Betrieb der Messlokation,X,
Beginn der Nachricht,9,,BGM,1004,,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
verschobener Abmeldetermin,14,,DTM,,,,,,Muss,,,verschobener Abmeldetermin,14,,DTM,,00005,,,,Muss,
verschobener Abmeldetermin,15,,DTM,2005,,Z02,,Verschobener Abmeldetermin,X,,,verschobener Abmeldetermin,15,,DTM,2005,00005,Z02,,Verschobener Abmeldetermin,X,
verschobener Abmeldetermin,16,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3] ∧ [503],"[503] Hinweis: Datum, bis zu dem der MSBA zur Fortführung verpflichtet wurde
[504] Hinweis: Ggf. korrigiert bei einer Zeitangabe in der ORDERS, die außerhalb des max. möglichen Weiterverpflichtungszeitraum s ist. Als Antwort wird dann in SG2 AJT Zustimmung mit Terminänderung angegeben.",,verschobener Abmeldetermin,16,,DTM,2380,00005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3] ∧ [503],"[503] Hinweis: Datum, bis zu dem der MSBA zur Fortführung verpflichtet wurde
[504] Hinweis: Ggf. korrigiert bei einer Zeitangabe in der ORDERS, die außerhalb des max. möglichen Weiterverpflichtungszeitraum s ist. Als Antwort wird dann in SG2 AJT Zustimmung mit Terminänderung angegeben."
verschobener Abmeldetermin,17,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,,verschobener Abmeldetermin,17,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,
Referenz Nachrichtennummer,18,SG1,,,,,,,Muss,,,Referenz Nachrichtennummer,18,SG1,,,,,,,Muss,
Referenz Nachrichtennummer,19,SG1,RFF,,,,,,Muss,,,Referenz Nachrichtennummer,19,SG1,RFF,,00009,,,,Muss,
Referenz Nachrichtennummer,20,SG1,RFF,1153,,ON,,Auftragsnummer (Einkauf),X,,,Referenz Nachrichtennummer,20,SG1,RFF,1153,00009,ON,,Auftragsnummer (Einkauf),X,
Referenz Nachrichtennummer,21,SG1,RFF,1154,,,,Referenz Nachrichtennummer,X,,,Referenz Nachrichtennummer,21,SG1,RFF,1154,00009,,,Referenz Nachrichtennummer,X,
Prüfidentifikator,22,SG1,,,,,,,Muss,,,Prüfidentifikator,22,SG1,,,,,,,Muss,
Prüfidentifikator,23,SG1,RFF,,,,,,Muss,,,Prüfidentifikator,23,SG1,RFF,,00012,,,,Muss,
Prüfidentifikator,24,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,24,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
Prüfidentifikator,25,SG1,RFF,1154,,19004,,Ablehnung Fortführung,X,,,Prüfidentifikator,25,SG1,RFF,1154,,19004,,Ablehnung Fortführung,X,
Einzelheiten zu einer Anpassung/Änderung,26,SG2,,,,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,26,SG2,,,,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,27,SG2,AJT,,,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,27,SG2,AJT,,00013,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,28,SG2,AJT,4465,,,,Code des Prüfschritts,X,,,Einzelheiten zu einer Anpassung/Änderung,28,SG2,AJT,4465,00013,,,Code des Prüfschritts,X,
Einzelheiten zu einer Anpassung/Änderung,29,SG2,AJT,1082,,G_0073 S_0061 S_0062,,Codeliste Gas Nr.  G_0073 Codeliste Strom Nr.  S_0061 Codeliste Strom Nr.  S_0062,X [493] X [492],"[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Gas",,Einzelheiten zu einer Anpassung/Änderung,29,SG2,AJT,1082,,G_0073 S_0061 S_0062,,Codeliste Gas Nr. G_0073 Codeliste Strom Nr. S_0061 Codeliste Strom Nr. S_0062,X [493] X [492],"[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Gas"
MP-ID Absender,30,SG3,,,,,,,Muss,,,MP-ID Absender,30,SG3,,,,,,,Muss,
