Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,,ORDRSP,,Bestellantwort,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDRSP,,Bestellantwort,X,
Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,,1.2b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,,Z14,,Stammdaten der Markt- oder Messlokation,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z14,,Stammdaten der Markt- oder Messlokation,X,
Beginn der Nachricht,9,,BGM,1004,,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Referenz Nachrichtennummer,14,SG1,,,,,,,Muss,,,Referenz Nachrichtennummer,14,SG1,,,,,,,Muss,
Referenz Nachrichtennummer,15,SG1,RFF,,,,,,Muss,,,Referenz Nachrichtennummer,15,SG1,RFF,,00009,,,,Muss,
Referenz Nachrichtennummer,16,SG1,RFF,1153,,ON,,Auftragsnummer (Einkauf),X,,,Referenz Nachrichtennummer,16,SG1,RFF,1153,00009,ON,,Auftragsnummer (Einkauf),X,
Referenz Nachrichtennummer,17,SG1,RFF,1154,,,,Referenz Nachrichtennummer,X [524],"[524] Hinweis: Wert aus BGM+Z14 DE1004 der ORDERS, mit der die Anfrage vom MSB Gas erfolgt ist.",,Referenz Nachrichtennummer,17,SG1,RFF,1154,00009,,,Referenz Nachrichtennummer,X [524],"[524] Hinweis: Wert aus BGM+Z14 DE1004 der ORDERS, mit der die Anfrage vom MSB Gas erfolgt ist."
Prüfidentifikator,18,SG1,,,,,,,Muss,,,Prüfidentifikator,18,SG1,,,,,,,Muss,
Prüfidentifikator,19,SG1,RFF,,,,,,Muss,,,Prüfidentifikator,19,SG1,RFF,,00012,,,,Muss,
Prüfidentifikator,20,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,20,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
Prüfidentifikator,21,SG1,RFF,1154,,19104,,Ablehnung Anfrage vom MSB Gas,X,,,Prüfidentifikator,21,SG1,RFF,1154,00012,19104,,Ablehnung Anfrage vom MSB Gas,X,
Einzelheiten zu einer Anpassung/Änderung,22,SG2,,,,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,22,SG2,,,,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,23,SG2,AJT,,,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,23,SG2,AJT,,00013,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,24,SG2,AJT,4465,,,,Code des Prüfschritts,X,,,Einzelheiten zu einer Anpassung/Änderung,24,SG2,AJT,4465,00013,,,Code des Prüfschritts,X,
Einzelheiten zu einer Anpassung/Änderung,25,SG2,AJT,1082,,,,,E_0443,,,Einzelheiten zu einer Anpassung/Änderung,25,SG2,AJT,1082,00013,,,,E_0443,
MP-ID Absender,26,SG3,,,,,,,Muss,,,MP-ID Absender,26,SG3,,,,,,,Muss,
MP-ID Absender,27,SG3,NAD,,,,,,Muss,,,MP-ID Absender,27,SG3,NAD,,00015,,,,Muss,
MP-ID Absender,28,SG3,NAD,3035,,Nachrichtenaussteller bzw. -absender,,,MS,,,MP-ID Absender,28,SG3,NAD,3035,00015,Nachrichtenaussteller bzw. -absender,,,MS,
MP-ID Absender,29,SG3,NAD,3039,,,,MP-ID,X [30] ∧ [32],"[30] MP-ID nur aus Sparte Strom
[32] MP-ID mit Rolle NB",,MP-ID Absender,29,SG3,NAD,3039,00015,,,MP-ID,X [30] ∧ [32],"[30] MP-ID nur aus Sparte Strom
[32] MP-ID mit Rolle NB"
MP-ID Absender,30,SG3,NAD,3055,,9,,GS1,X,,,MP-ID Absender,30,SG3,NAD,3055,00015,9,,GS1,X,
MP-ID Absender,31,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,31,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Ansprechpartner,32,SG6,,,,,,,Muss,,,Ansprechpartner,32,SG6,,,,,,,Muss,
Ansprechpartner,33,SG6,CTA,,,,,,Muss,,,Ansprechpartner,33,SG6,CTA,,00016,,,,Muss,
Ansprechpartner,34,SG6,CTA,3139,,,,,IC,,,Ansprechpartner,34,SG6,CTA,3139,00016,,,,IC,
Ansprechpartner,35,SG6,CTA,3412,,,,Kontakt,X,,,Ansprechpartner,35,SG6,CTA,3412,00016,,,Kontakt,X,
Kommunikationsverbindung,36,SG6,COM,,,,,,Muss,,,Kommunikationsverbindung,36,SG6,COM,,00017,,,,Muss,
