Segmentname_FV2310,Unnamed: 0_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Qualifier_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310,diff,Segmentname_FV2404,Unnamed: 0_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,QUOTES,,Angebot,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,QUOTES,,Angebot,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z74,,Bestellung eines Angebots einer Konfiguration,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z74,,Bestellung eines Angebots einer Konfiguration,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,00003,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Produkt-/ Leistungsbeschreibung,14,,IMD,,00009,,,,Muss,,,Produkt-/ Leistungsbeschreibung,14,,IMD,,00009,,,,Muss,
Produkt-/ Leistungsbeschreibung,15,,IMD,7081,00009,Z55,,Änderung Konfiguration,X,,,Produkt-/ Leistungsbeschreibung,15,,IMD,7081,00009,Z55,,Änderung Konfiguration,X,
Produkt-/ Leistungsbeschreibung,16,,IMD,7081,,Z64,,Neukonfiguration,X,,,Produkt-/ Leistungsbeschreibung,16,,IMD,7081,,Z64,,Neukonfiguration,X,
Nachrichtennummer der Anfrage,17,SG1,,,,,,,Muss,,,Nachrichtennummer der Anfrage,17,SG1,,,,,,,Muss,
Nachrichtennummer der Anfrage,18,SG1,RFF,,00011,,,,Muss,,,Nachrichtennummer der Anfrage,18,SG1,RFF,,00011,,,,Muss,
Nachrichtennummer der Anfrage,19,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,,,Nachrichtennummer der Anfrage,19,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,
Nachrichtennummer der Anfrage,20,SG1,RFF,1154,00011,,,Nachrichtennummer,X [511],[511] Hinweis: Wert aus BGM+Z74 (Bestellung eines Angebots einer Konfiguration) DE1004 der REQOTE mit der die Anfrage einer Konfiguration erfolgt ist.,,Nachrichtennummer der Anfrage,20,SG1,RFF,1154,00011,,,Nachrichtennummer,X [511],[511] Hinweis: Wert aus BGM+Z74 (Bestellung eines Angebots einer Konfiguration) DE1004 der REQOTE mit der die Anfrage einer Konfiguration erfolgt ist.
Prüfidentifikator,21,SG1,,,,,,,Muss,,,Prüfidentifikator,21,SG1,,,,,,,Muss,
Prüfidentifikator,22,SG1,RFF,,00012,,,,Muss,,,Prüfidentifikator,22,SG1,RFF,,00012,,,,Muss,
Prüfidentifikator,23,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,23,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
Prüfidentifikator,24,SG1,RFF,1154,00012,15004,,Angebot zur Anfrage einer Konfiguration,X,,,Prüfidentifikator,24,SG1,RFF,1154,00012,15004,,Angebot zur Anfrage einer Konfiguration,X,
MP-ID Absender,25,SG11,,,,,,,Muss,,,MP-ID Absender,25,SG11,,,,,,,Muss,
MP-ID Absender,26,SG11,NAD,,00014,,,,Muss,,,MP-ID Absender,26,SG11,NAD,,00014,,,,Muss,
MP-ID Absender,27,SG11,NAD,3035,00014,Nachrichtenaussteller bzw. -absender,,,MS,,,MP-ID Absender,27,SG11,NAD,3035,00014,Nachrichtenaussteller bzw. -absender,,,MS,
MP-ID Absender,28,SG11,NAD,3039,00014,,,MP-ID,X [39],[39] MP-ID nur aus Sparte Strom,,MP-ID Absender,28,SG11,NAD,3039,00014,,,MP-ID,X [39],[39] MP-ID nur aus Sparte Strom
MP-ID Absender,29,SG11,NAD,3055,00014,9,,GS1,X,,,MP-ID Absender,29,SG11,NAD,3055,00014,9,,GS1,X,
MP-ID Absender,30,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,30,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Ansprechpartner,31,SG14,,,,,,,Muss,,,Ansprechpartner,31,SG14,,,,,,,Muss,
Ansprechpartner,32,SG14,CTA,,00015,,,,Muss,,,Ansprechpartner,32,SG14,CTA,,00015,,,,Muss,
Ansprechpartner,33,SG14,CTA,3139,00015,,,,IC,,,Ansprechpartner,33,SG14,CTA,3139,00015,,,,IC,
Ansprechpartner,34,SG14,CTA,3412,00015,,,Kontakt,X,,,Ansprechpartner,34,SG14,CTA,3412,00015,,,Kontakt,X,
Kommunikationsverbindung,35,SG14,COM,,00016,,,,Muss,,,Kommunikationsverbindung,35,SG14,COM,,00016,,,,Muss,
Kommunikationsverbindung,36,SG14,COM,3148,00016,,,"Kommunikationsadresse, Identifikation",X,,,Kommunikationsverbindung,36,SG14,COM,3148,00016,,,"Kommunikationsadresse, Identifikation",X,
Kommunikationsverbindung,37,SG14,COM,3155,00016,EM,,Elektronische Post,X [1P0..1],,,Kommunikationsverbindung,37,SG14,COM,3155,00016,EM,,Elektronische Post,X [1P0..1],
Kommunikationsverbindung,38,SG14,COM,3155,,FX,,Telefax,X [1P0..1],,,Kommunikationsverbindung,38,SG14,COM,3155,,FX,,Telefax,X [1P0..1],
Kommunikationsverbindung,39,SG14,COM,3155,,TE,,Telefon,X [1P0..1],,,Kommunikationsverbindung,39,SG14,COM,3155,,TE,,Telefon,X [1P0..1],
Kommunikationsverbindung,40,SG14,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],,,Kommunikationsverbindung,40,SG14,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
