Segmentname_FV2310,Unnamed: 0_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Qualifier_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310,diff,Segmentname_FV2404,Unnamed: 0_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404
Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,,COMDIS,,Handelsunstimmigkeit,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,,COMDIS,,Handelsunstimmigkeit,X,
Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,,17A,,Ausgabe 2017 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,,17A,,Ausgabe 2017 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,,1.0c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,,1.0d,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,,,,,Muss,,,Beginn der Nachricht,7,,BGM,,,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,,739,,"MSCONS, die eine INVOIC unterstützt",X,,,Beginn der Nachricht,8,,BGM,1001,,739,,"MSCONS, die eine INVOIC unterstützt",X,
Beginn der Nachricht,9,,BGM,1004,,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,,,,Dokumentennummer,X,
Prüfidentifikator,10,,RFF,,,,,,Muss,,,Prüfidentifikator,10,,RFF,,,,,,Muss,
Prüfidentifikator,11,,RFF,1153,,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,11,,RFF,1153,,Z13,,Prüfidentifikator,X,
Prüfidentifikator,12,,RFF,1154,,29002,,Ablehnung IFTSTA,X,,,Prüfidentifikator,12,,RFF,1154,,29002,,Ablehnung IFTSTA,X,
Dokumentendatum,13,,DTM,,,,,,Muss,,,Dokumentendatum,13,,DTM,,,,,,Muss,
Dokumentendatum,14,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Dokumentendatum,14,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Dokumentendatum,15,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00,,Dokumentendatum,15,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00
Dokumentendatum,16,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,,Dokumentendatum,16,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
MP-ID Absender,17,SG1,,,,,,,Muss,,,MP-ID Absender,17,SG1,,,,,,,Muss,
MP-ID Absender,18,SG1,NAD,,,,,,Muss,,,MP-ID Absender,18,SG1,NAD,,,,,,Muss,
MP-ID Absender,19,SG1,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,,MP-ID Absender,19,SG1,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
MP-ID Absender,20,SG1,NAD,3039,,,,MP-ID,X [3],[3] Nur MP-ID aus Sparte Strom,,MP-ID Absender,20,SG1,NAD,3039,,,,MP-ID,X [3],[3] Nur MP-ID aus Sparte Strom
MP-ID Absender,21,SG1,NAD,3055,,9,,GS1,X,,,MP-ID Absender,21,SG1,NAD,3055,,9,,GS1,X,
MP-ID Absender,22,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,22,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Ansprechpartner,23,SG1,CTA,,,,,,Muss,,,Ansprechpartner,23,SG1,CTA,,,,,,Muss,
Ansprechpartner,24,SG1,CTA,3139,,IC,,Informationsstelle,X,,,Ansprechpartner,24,SG1,CTA,3139,,IC,,Informationsstelle,X,
Ansprechpartner,25,SG1,CTA,3412,,,,Abteilung oder Bearbeiter,X,,,Ansprechpartner,25,SG1,CTA,3412,,,,Abteilung oder Bearbeiter,X,
Kommunikationsverbindung,26,SG1,COM,,,,,,Muss,,,Kommunikationsverbindung,26,SG1,COM,,,,,,Muss,
