Segmentname_FV2410,Unnamed: 0_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,diff,Segmentname_FV2504,Unnamed: 0_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Qualifier_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,QUOTES,,Angebot,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,QUOTES,,Angebot,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z57,,Übermittlung von Werten an ESA,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z57,,Übermittlung von Werten an ESA,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,00003,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Beginn zum (nächstmöglichen Termin),14,,DTM,,00006,,,,Muss,,,Beginn zum (nächstmöglichen Termin),14,,DTM,,00006,,,,Muss,
Beginn zum (nächstmöglichen Termin),15,,DTM,2005,00006,469,,"Startdatum oder - zeitpunkt, frühestes/r",X,,,Beginn zum (nächstmöglichen Termin),15,,DTM,2005,00006,469,,"Startdatum oder - zeitpunkt, frühestes/r",X,
Beginn zum (nächstmöglichen Termin),16,,DTM,2380,00006,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Beginn zum (nächstmöglichen Termin),16,,DTM,2380,00006,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
Beginn zum (nächstmöglichen Termin),17,,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,,,Beginn zum (nächstmöglichen Termin),17,,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,
Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,18,,DTM,,00007,,,,Kann,,,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,18,,DTM,,00007,,,,Kann,
Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,19,,DTM,2005,00007,279,,Vom Bestelleingangsdatum bis Lieferdatum,X,,,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,19,,DTM,2005,00007,279,,Vom Bestelleingangsdatum bis Lieferdatum,X,
Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,20,,DTM,2380,00007,,,Zeitraum,X [908],[908] Format: Mögliche Werte: 1 bis n,,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,20,,DTM,2380,00007,,,Zeitraum,X [908],[908] Format: Mögliche Werte: 1 bis n
Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,21,,DTM,2379,00007,802,,Monat,X,,,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,21,,DTM,2379,00007,802,,Monat,X,
Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,22,,DTM,2379,,803,,Woche,X,,,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,22,,DTM,2379,,803,,Woche,X,
Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,23,,DTM,2379,,804,,Tag,X,,,Erforderliche Zeitspanne zur Einrichtung der Übermittlung von Werten ab Bestellung,23,,DTM,2379,,804,,Tag,X,
Gültigkeitsdauer (Bindungsfrist des Angebots),24,,DTM,,00008,,,,Muss,,,Gültigkeitsdauer (Bindungsfrist des Angebots),24,,DTM,,00008,,,,Muss,
Gültigkeitsdauer (Bindungsfrist des Angebots),25,,DTM,2005,00008,273,,Gültigkeitszeitspanne,X,,,Gültigkeitsdauer (Bindungsfrist des Angebots),25,,DTM,2005,00008,273,,Gültigkeitszeitspanne,X,
Gültigkeitsdauer (Bindungsfrist des Angebots),26,,DTM,2380,00008,,,Zeitraum,X [908],[908] Format: Mögliche Werte: 1 bis n,,Gültigkeitsdauer (Bindungsfrist des Angebots),26,,DTM,2380,00008,,,Zeitraum,X [908],[908] Format: Mögliche Werte: 1 bis n
Gültigkeitsdauer (Bindungsfrist des Angebots),27,,DTM,2379,00008,802,,Monat,X,,,Gültigkeitsdauer (Bindungsfrist des Angebots),27,,DTM,2379,00008,802,,Monat,X,
Gültigkeitsdauer (Bindungsfrist des Angebots),28,,DTM,2379,,803,,Woche,X,,,Gültigkeitsdauer (Bindungsfrist des Angebots),28,,DTM,2379,,803,,Woche,X,
Gültigkeitsdauer (Bindungsfrist des Angebots),29,,DTM,2379,,804,,Tag,X,,,Gültigkeitsdauer (Bindungsfrist des Angebots),29,,DTM,2379,,804,,Tag,X,
Allgemeine Information (Feld für allgemeine Hinweise),30,,FTX,,00010,,,,Kann,,,Allgemeine Information (Feld für allgemeine Hinweise),30,,FTX,,00010,,,,Kann,
Allgemeine Information (Feld für allgemeine Hinweise),31,,FTX,4451,00010,(für allgemeine Hinweise),,,ACB,,,Allgemeine Information (Feld für allgemeine Hinweise),31,,FTX,4451,00010,(für allgemeine Hinweise),,,ACB,
Allgemeine Information (Feld für allgemeine Hinweise),32,,FTX,4440,00010,,,Freier Text,X,,,Allgemeine Information (Feld für allgemeine Hinweise),32,,FTX,4440,00010,,,Freier Text,X,
Nachrichtennummer der Anfrage,33,SG1,,,,,,,Muss,,,Nachrichtennummer der Anfrage,33,SG1,,,,,,,Muss,
Nachrichtennummer der Anfrage,34,SG1,RFF,,00011,,,,Muss,,,Nachrichtennummer der Anfrage,34,SG1,RFF,,00011,,,,Muss,
Nachrichtennummer der Anfrage,35,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,,,Nachrichtennummer der Anfrage,35,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,
