Segmentname_FV2410,Unnamed: 0_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,diff,Segmentname_FV2504,Unnamed: 0_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Qualifier_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,QUOTES,,Angebot,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,QUOTES,,Angebot,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z29,,Abrechnung des Messstellenbetriebs vom MSB an den LF,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z29,,Abrechnung des Messstellenbetriebs vom MSB an den LF,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,00003,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Ausführungsdatum,14,,DTM,,00005,,,,Muss [27],[27] Wenn DTM+469 nicht vorhanden,,Ausführungsdatum,14,,DTM,,00005,,,,Muss [27],[27] Wenn DTM+469 nicht vorhanden
Ausführungsdatum,15,,DTM,2005,00005,203,,Ausführungsdatum/-zeit,X,,,Ausführungsdatum,15,,DTM,2005,00005,203,,Ausführungsdatum/-zeit,X,
Ausführungsdatum,16,,DTM,2380,00005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Ausführungsdatum,16,,DTM,2380,00005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
Ausführungsdatum,17,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,,,Ausführungsdatum,17,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,
Beginn zum (nächstmöglichen Termin),18,,DTM,,00006,,,,Soll [26] ∧ [28] ∧ [29],"[26] Wenn DTM+203 nicht vorhanden
[28] Wenn RFF+AAV vorhanden
[29] Wenn DTM+469 in Anfrage (REQOTE) vorhanden war",,Beginn zum (nächstmöglichen Termin),18,,DTM,,00006,,,,Soll [26] ∧ [28] ∧ [29],"[26] Wenn DTM+203 nicht vorhanden
[28] Wenn RFF+AAV vorhanden
[29] Wenn DTM+469 in Anfrage (REQOTE) vorhanden war"
Beginn zum (nächstmöglichen Termin),19,,DTM,2005,00006,469,,"Startdatum oder - zeitpunkt, frühestes/r",X,,,Beginn zum (nächstmöglichen Termin),19,,DTM,2005,00006,469,,"Startdatum oder - zeitpunkt, frühestes/r",X,
Beginn zum (nächstmöglichen Termin),20,,DTM,2380,00006,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Beginn zum (nächstmöglichen Termin),20,,DTM,2380,00006,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
Beginn zum (nächstmöglichen Termin),21,,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,,,Beginn zum (nächstmöglichen Termin),21,,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,
Produkt-/ Leistungsbeschreibung,22,,IMD,,00009,,,,Muss,,,Produkt-/ Leistungsbeschreibung,22,,IMD,,00009,,,,Muss,
Produkt-/ Leistungsbeschreibung,23,,IMD,7081,00009,Z33,,Angebot auf Basis Preisblatt,X,,,Produkt-/ Leistungsbeschreibung,23,,IMD,7081,00009,Z33,,Angebot auf Basis Preisblatt,X,
Produkt-/ Leistungsbeschreibung,24,,IMD,7081,,Z34,,Individuelles Angebot,X,,,Produkt-/ Leistungsbeschreibung,24,,IMD,7081,,Z34,,Individuelles Angebot,X,
Nachrichtennummer der Anfrage,25,SG1,,,,,,,Soll [17],[17] Wenn das Angebot per REQOTE angefragt wurde,,Nachrichtennummer der Anfrage,25,SG1,,,,,,,Soll [17],[17] Wenn das Angebot per REQOTE angefragt wurde
Nachrichtennummer der Anfrage,26,SG1,RFF,,00011,,,,Muss,,,Nachrichtennummer der Anfrage,26,SG1,RFF,,00011,,,,Muss,
Nachrichtennummer der Anfrage,27,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,,,Nachrichtennummer der Anfrage,27,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,
Nachrichtennummer der Anfrage,28,SG1,RFF,1154,00011,,,Nachrichtennummer,X [505],"[505] Hinweis: Wert aus BGM+Z29 DE1004 der REQOTE, mit der die Anfrage Rechnungsabwicklung erfolgt ist.",,Nachrichtennummer der Anfrage,28,SG1,RFF,1154,00011,,,Nachrichtennummer,X [505],"[505] Hinweis: Wert aus BGM+Z29 DE1004 der REQOTE, mit der die Anfrage Rechnungsabwicklung erfolgt ist."
Prüfidentifikator,29,SG1,,,,,,,Muss,,,Prüfidentifikator,29,SG1,,,,,,,Muss,
Prüfidentifikator,30,SG1,RFF,,00012,,,,Muss,,,Prüfidentifikator,30,SG1,RFF,,00012,,,,Muss,
Prüfidentifikator,31,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,31,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
Prüfidentifikator,32,SG1,RFF,1154,00012,15002,,Angebot Rechnungsabwicklung MSB über LF,X,,,Prüfidentifikator,32,SG1,RFF,1154,00012,15002,,Angebot Rechnungsabwicklung MSB über LF,X,
Währungsangaben,33,SG4,,,,,,,Muss [21],[21] Wenn IMD++Z34 vorhanden,,Währungsangaben,33,SG4,,,,,,,Muss [21],[21] Wenn IMD++Z34 vorhanden
Währungsangaben,34,SG4,CUX,,00013,,,,Muss,,,Währungsangaben,34,SG4,CUX,,00013,,,,Muss,
Währungsangaben,35,SG4,CUX,6347,00013,2,,Referenzwährung,X,,,Währungsangaben,35,SG4,CUX,6347,00013,2,,Referenzwährung,X,
Währungsangaben,36,SG4,CUX,6345,00013,EUR,,Euro,X,,,Währungsangaben,36,SG4,CUX,6345,00013,EUR,,Euro,X,
