Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,QUOTES,,Angebot,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,QUOTES,,Angebot,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,310,,Angebot,X,,,Beginn der Nachricht,8,,BGM,1001,00002,310,,Angebot,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,00003,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Datum zum geplanten Leistungsbeginn,14,,DTM,,00004,,,,Muss,,,Datum zum geplanten Leistungsbeginn,14,,DTM,,00004,,,,Muss,
Datum zum geplanten Leistungsbeginn,15,,DTM,2005,00004,76,,"Lieferdatum/-zeit, geplant",X,,,Datum zum geplanten Leistungsbeginn,15,,DTM,2005,00004,76,,"Lieferdatum/-zeit, geplant",X,
Datum zum geplanten Leistungsbeginn,16,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3],,,Datum zum geplanten Leistungsbeginn,16,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3],
Datum zum geplanten Leistungsbeginn,17,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,,,Datum zum geplanten Leistungsbeginn,17,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,
Produkt-/ Leistungsbeschreibung,18,,IMD,,00009,,,,Muss,,,Produkt-/ Leistungsbeschreibung,18,,IMD,,00009,,,,Muss,
Produkt-/ Leistungsbeschreibung,19,,IMD,7081,00009,Z07,,Kauf,X,,,Produkt-/ Leistungsbeschreibung,19,,IMD,7081,00009,Z07,,Kauf,X,
Produkt-/ Leistungsbeschreibung,20,,IMD,7081,,Z08,,Nutzungsüberlassung,X,,,Produkt-/ Leistungsbeschreibung,20,,IMD,7081,,Z08,,Nutzungsüberlassung,X,
Nachrichtennummer der Anfrage,21,SG1,,,,,,,Muss,,,Nachrichtennummer der Anfrage,21,SG1,,,,,,,Muss,
Nachrichtennummer der Anfrage,22,SG1,RFF,,00011,,,,Muss,,,Nachrichtennummer der Anfrage,22,SG1,RFF,,00011,,,,Muss,
Nachrichtennummer der Anfrage,23,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,,,Nachrichtennummer der Anfrage,23,SG1,RFF,1153,00011,AAV,,Nummer der Anfrage,X,
Nachrichtennummer der Anfrage,24,SG1,RFF,1154,00011,,,Nachrichtennummer,X [504],[504] Hinweis: Wert aus BGM+311 DE1004 der REQOTE mit der die Angebotsanfrage erfolgt ist.,,Nachrichtennummer der Anfrage,24,SG1,RFF,1154,00011,,,Nachrichtennummer,X [504],[504] Hinweis: Wert aus BGM+311 DE1004 der REQOTE mit der die Angebotsanfrage erfolgt ist.
Prüfidentifikator,25,SG1,,,,,,,Muss,,,Prüfidentifikator,25,SG1,,,,,,,Muss,
Prüfidentifikator,26,SG1,RFF,,00012,,,,Muss,,,Prüfidentifikator,26,SG1,RFF,,00012,,,,Muss,
Prüfidentifikator,27,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,27,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
Prüfidentifikator,28,SG1,RFF,1154,00012,15001,,Angebot Geräteübernahme,X,,,Prüfidentifikator,28,SG1,RFF,1154,00012,15001,,Angebot Geräteübernahme,X,
Währungsangaben,29,SG4,,,,,,,Muss,,,Währungsangaben,29,SG4,,,,,,,Muss,
Währungsangaben,30,SG4,CUX,,00013,,,,Muss,,,Währungsangaben,30,SG4,CUX,,00013,,,,Muss,
Währungsangaben,31,SG4,CUX,6347,00013,2,,Referenzwährung,X,,,Währungsangaben,31,SG4,CUX,6347,00013,2,,Referenzwährung,X,
Währungsangaben,32,SG4,CUX,6345,00013,EUR,,Euro,X,,,Währungsangaben,32,SG4,CUX,6345,00013,EUR,,Euro,X,
Währungsangaben,33,SG4,CUX,6343,00013,4,,Währung der Rechnung,X,,,Währungsangaben,33,SG4,CUX,6343,00013,4,,Währung der Rechnung,X,
MP-ID Absender,34,SG11,,,,,,,Muss,,,MP-ID Absender,34,SG11,,,,,,,Muss,
MP-ID Absender,35,SG11,NAD,,00014,,,,Muss,,,MP-ID Absender,35,SG11,NAD,,00014,,,,Muss,
MP-ID Absender,36,SG11,NAD,3035,00014,Nachrichtenaussteller bzw. -absender,,,MS,,,MP-ID Absender,36,SG11,NAD,3035,00014,Nachrichtenaussteller bzw. -absender,,,MS,
MP-ID Absender,37,SG11,NAD,3039,00014,,,MP-ID,X,,,MP-ID Absender,37,SG11,NAD,3039,00014,,,MP-ID,X,
MP-ID Absender,38,SG11,NAD,3055,00014,9,,GS1,X,,,MP-ID Absender,38,SG11,NAD,3055,00014,9,,GS1,X,
MP-ID Absender,39,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,39,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
MP-ID Absender,40,SG11,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,,MP-ID Absender,40,SG11,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
Ansprechpartner,41,SG14,,,,,,,Muss,,,Ansprechpartner,41,SG14,,,,,,,Muss,
Ansprechpartner,42,SG14,CTA,,00015,,,,Muss,,,Ansprechpartner,42,SG14,CTA,,00015,,,,Muss,
Ansprechpartner,43,SG14,CTA,3139,00015,,,,IC,,,Ansprechpartner,43,SG14,CTA,3139,00015,,,,IC,
