Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,,COMDIS,,Handelsunstimmigkeit,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,COMDIS,,Handelsunstimmigkeit,X,
Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,,17A,,Ausgabe 2017 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,17A,,Ausgabe 2017 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,,1.0d,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.0e,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,,739,,"MSCONS, die eine INVOIC unterstützt",X,,,Beginn der Nachricht,8,,BGM,1001,,739,,"MSCONS, die eine INVOIC unterstützt",X,
Beginn der Nachricht,9,,BGM,1004,,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Prüfidentifikator,10,,RFF,,,,,,Muss,,,Prüfidentifikator,10,,RFF,,00003,,,,Muss,
Prüfidentifikator,11,,RFF,1153,,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,11,,RFF,1153,00003,Z13,,Prüfidentifikator,X,
Prüfidentifikator,12,,RFF,1154,,29002,,Ablehnung IFTSTA,X,,,Prüfidentifikator,12,,RFF,1154,,29002,,Ablehnung IFTSTA,X,
Dokumentendatum,13,,DTM,,,,,,Muss,,,Dokumentendatum,13,,DTM,,00004,,,,Muss,
Dokumentendatum,14,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Dokumentendatum,14,,DTM,2005,00004,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Dokumentendatum,15,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00,,Dokumentendatum,15,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931],[931] Format: ZZZ = +00
Dokumentendatum,16,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,,Dokumentendatum,16,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,
MP-ID Absender,17,SG1,,,,,,,Muss,,,MP-ID Absender,17,SG1,,,,,,,Muss,
MP-ID Absender,18,SG1,NAD,,,,,,Muss,,,MP-ID Absender,18,SG1,NAD,,00006,,,,Muss,
MP-ID Absender,19,SG1,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,,MP-ID Absender,19,SG1,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
MP-ID Absender,20,SG1,NAD,3039,,,,MP-ID,X [3],[3] Nur MP-ID aus Sparte Strom,,MP-ID Absender,20,SG1,NAD,3039,00006,,,MP-ID,X [3],[3] Nur MP-ID aus Sparte Strom
MP-ID Absender,21,SG1,NAD,3055,,9,,GS1,X,,,MP-ID Absender,21,SG1,NAD,3055,00006,9,,GS1,X,
MP-ID Absender,22,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,22,SG1,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Ansprechpartner,23,SG1,CTA,,,,,,Muss,,,Ansprechpartner,23,SG1,CTA,,00007,,,,Muss,
Ansprechpartner,24,SG1,CTA,3139,,IC,,Informationsstelle,X,,,Ansprechpartner,24,SG1,CTA,3139,,IC,,Informationsstelle,X,
Ansprechpartner,25,SG1,CTA,3412,,,,Abteilung oder Bearbeiter,X,,,Ansprechpartner,25,SG1,CTA,3412,00007,,,Abteilung oder Bearbeiter,X,
Kommunikationsverbindung,26,SG1,COM,,,,,,Muss,,,Kommunikationsverbindung,26,SG1,COM,,00008,,,,Muss,
Kommunikationsverbindung,27,SG1,COM,3148,,,,"Kommunikationsadresse, Identifikation",X (([939][21]) ∨ ([940][22])) ∧ [508],"[21] wenn im DE3155 in demselben COM der Code EM vorhanden ist
[22] wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist
[508] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen",,Kommunikationsverbindung,27,SG1,COM,3148,00008,,,"Kommunikationsadresse, Identifikation",X (([939][21]) ∨ ([940][22])) ∧ [508],"[21] wenn im DE3155 in demselben COM der Code EM vorhanden ist
[22] wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist
[508] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
Kommunikationsverbindung,28,SG1,COM,3155,,EM,,E-Mail,X [1P0..1],,,Kommunikationsverbindung,28,SG1,COM,3155,00008,EM,,E-Mail,X [1P0..1],
Kommunikationsverbindung,29,SG1,COM,3155,,FX,,Telefax,X [1P0..1],,,Kommunikationsverbindung,29,SG1,COM,3155,,FX,,Telefax,X [1P0..1],
Kommunikationsverbindung,30,SG1,COM,3155,,TE,,Telefon,X [1P0..1],,,Kommunikationsverbindung,30,SG1,COM,3155,,TE,,Telefon,X [1P0..1],
Kommunikationsverbindung,31,SG1,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],,,Kommunikationsverbindung,31,SG1,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
Kommunikationsverbindung,32,SG1,COM,3155,,AL,,Handy,X [1P0..1],,,Kommunikationsverbindung,32,SG1,COM,3155,,AL,,Handy,X [1P0..1],
MP-ID Empfänger,33,SG1,,,,,,,Muss,,,MP-ID Empfänger,33,SG1,,,,,,,Muss,
MP-ID Empfänger,34,SG1,NAD,,,,,,Muss,,,MP-ID Empfänger,34,SG1,NAD,,00009,,,,Muss,
