Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,REQOTE,,Anfrage,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,REQOTE,,Anfrage,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z29,,Abrechnung des Messstellenbetriebs vom MSB an den LF,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z29,,Abrechnung des Messstellenbetriebs vom MSB an den LF,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,00003,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Ausführungsdatum,14,,DTM,,00005,,,,Muss [2],[2] Wenn DTM+469 (Beginn zum (nächstmöglichen Termin)) nicht vorhanden,,Ausführungsdatum,14,,DTM,,00005,,,,Muss [2],[2] Wenn DTM+469 (Beginn zum (nächstmöglichen Termin)) nicht vorhanden
Ausführungsdatum,15,,DTM,2005,00005,203,,Ausführungsdatum/-zeit,X,,,Ausführungsdatum,15,,DTM,2005,00005,203,,Ausführungsdatum/-zeit,X,
Ausführungsdatum,16,,DTM,2380,00005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Ausführungsdatum,16,,DTM,2380,00005,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
Ausführungsdatum,17,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,,,Ausführungsdatum,17,,DTM,2379,00005,303,,CCYYMMDDHHMMZZZ,X,
Beginn zum (nächstmöglichen Termin),18,,DTM,,00006,,,,Muss [1],[1] Wenn DTM+203 (Ausführungsdatum) nicht vorhanden,,Beginn zum (nächstmöglichen Termin),18,,DTM,,00006,,,,Muss [1],[1] Wenn DTM+203 (Ausführungsdatum) nicht vorhanden
Beginn zum (nächstmöglichen Termin),19,,DTM,2005,00006,469,,"Startdatum oder - zeitpunkt, frühestes/r",X,,,Beginn zum (nächstmöglichen Termin),19,,DTM,2005,00006,469,,"Startdatum oder - zeitpunkt, frühestes/r",X,
Beginn zum (nächstmöglichen Termin),20,,DTM,2380,00006,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Beginn zum (nächstmöglichen Termin),20,,DTM,2380,00006,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
Beginn zum (nächstmöglichen Termin),21,,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,,,Beginn zum (nächstmöglichen Termin),21,,DTM,2379,00006,303,,CCYYMMDDHHMMZZZ,X,
Prüfidentifikator,22,SG1,,,,,,,Muss,,,Prüfidentifikator,22,SG1,,,,,,,Muss,
Prüfidentifikator,23,SG1,RFF,,00009,,,,Muss,,,Prüfidentifikator,23,SG1,RFF,,00009,,,,Muss,
Prüfidentifikator,24,SG1,RFF,1153,00009,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,24,SG1,RFF,1153,00009,Z13,,Prüfidentifikator,X,
Prüfidentifikator,25,SG1,RFF,1154,00009,35002,,Anfrage Rechnungsabwicklung MSB über LF,X,,,Prüfidentifikator,25,SG1,RFF,1154,00009,35002,,Anfrage Rechnungsabwicklung MSB über LF,X,
MP-ID Absender,26,SG11,,,,,,,Muss,,,MP-ID Absender,26,SG11,,,,,,,Muss,
MP-ID Absender,27,SG11,NAD,,00014,,,,Muss,,,MP-ID Absender,27,SG11,NAD,,00014,,,,Muss,
MP-ID Absender,28,SG11,NAD,3035,00014,Nachrichtenaussteller bzw. -absender,,,MS,,,MP-ID Absender,28,SG11,NAD,3035,00014,Nachrichtenaussteller bzw. -absender,,,MS,
MP-ID Absender,29,SG11,NAD,3039,00014,,,MP-ID,X [10],[10] MP-ID nur aus Sparte Strom,,MP-ID Absender,29,SG11,NAD,3039,00014,,,MP-ID,X [10],[10] MP-ID nur aus Sparte Strom
MP-ID Absender,30,SG11,NAD,3055,00014,9,,GS1,X,,,MP-ID Absender,30,SG11,NAD,3055,00014,9,,GS1,X,
MP-ID Absender,31,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,31,SG11,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Ansprechpartner,32,SG14,,,,,,,Muss,,,Ansprechpartner,32,SG14,,,,,,,Muss,
Ansprechpartner,33,SG14,CTA,,00015,,,,Muss,,,Ansprechpartner,33,SG14,CTA,,00015,,,,Muss,
Ansprechpartner,34,SG14,CTA,3139,00015,,,,IC,,,Ansprechpartner,34,SG14,CTA,3139,00015,,,,IC,
Ansprechpartner,35,SG14,CTA,3412,00015,,,Kontakt,X [501],[501] Hinweis: Angabe eines Ansprechpartners für die Rechnungsabwicklung,,Ansprechpartner,35,SG14,CTA,3412,00015,,,Kontakt,X [501],[501] Hinweis: Angabe eines Ansprechpartners für die Rechnungsabwicklung
Kommunikationsverbindung,36,SG14,COM,,00016,,,,Muss,,,Kommunikationsverbindung,36,SG14,COM,,00016,,,,Muss,
Kommunikationsverbindung,37,SG14,COM,3148,00016,,,"Kommunikationsadresse, Identifikation",X,,,Kommunikationsverbindung,37,SG14,COM,3148,00016,,,"Kommunikationsadresse, Identifikation",X (([939] [39]) ∨ ([940] [40])) ∧ [514],"[39] wenn im DE3155 in demselben COM der Code EM vorhanden ist
[40] wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist
[514] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
