Segmentname_FV2310,Unnamed: 0_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Qualifier_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310,diff,Segmentname_FV2404,Unnamed: 0_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten- Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten- Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,INSRPT,,Prüfbericht,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,INSRPT,,Prüfbericht,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.1a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.1a,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,4,,Prüfbericht,X,,,Beginn der Nachricht,8,,BGM,1001,00002,4,,Prüfbericht,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Dokumentendatum,10,,DTM,,00003,,,,Muss,,,Dokumentendatum,10,,DTM,,00003,,,,Muss,
Dokumentendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,,,Dokumentendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,
Dokumentendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",,Dokumentendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00"
Dokumentendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZ ZZ,X,,,Dokumentendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZ ZZ,X,
MP-ID Empfänger,14,SG2,,,,,,,Muss,,,MP-ID Empfänger,14,SG2,,,,,,,Muss,
MP-ID Empfänger,15,SG2,NAD,,00004,,,,Muss,,,MP-ID Empfänger,15,SG2,NAD,,00004,,,,Muss,
MP-ID Empfänger,16,SG2,NAD,3035,00004,MR,,Nachrichtenempfän ger,X,,,MP-ID Empfänger,16,SG2,NAD,3035,00004,MR,,Nachrichtenempfän ger,X,
MP-ID Empfänger,17,SG2,NAD,3039,00004,,,MP-ID,X,,,MP-ID Empfänger,17,SG2,NAD,3039,00004,,,MP-ID,X,
MP-ID Empfänger,18,SG2,NAD,3055,00004,9,,GS1,X,,,MP-ID Empfänger,18,SG2,NAD,3055,00004,9,,GS1,X,
MP-ID Empfänger,19,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Empfänger,19,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
MP-ID Empfänger,20,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,,MP-ID Empfänger,20,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
MP-ID Absender,21,SG2,,,,,,,Muss,,,MP-ID Absender,21,SG2,,,,,,,Muss,
MP-ID Absender,22,SG2,NAD,,00005,,,,Muss,,,MP-ID Absender,22,SG2,NAD,,00005,,,,Muss,
MP-ID Absender,23,SG2,NAD,3035,00005,MS,,Dokumenten-/ Nachrichtenausstell er bzw. -absender,X,,,MP-ID Absender,23,SG2,NAD,3035,00005,MS,,Dokumenten-/ Nachrichtenausstell er bzw. -absender,X,
MP-ID Absender,24,SG2,NAD,3039,00005,,,MP-ID,X,,,MP-ID Absender,24,SG2,NAD,3039,00005,,,MP-ID,X,
MP-ID Absender,25,SG2,NAD,3055,00005,9,,GS1,X,,,MP-ID Absender,25,SG2,NAD,3055,00005,9,,GS1,X,
MP-ID Absender,26,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,26,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
MP-ID Absender,27,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,,MP-ID Absender,27,SG2,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
Dokument-/Nachricht- Einzelheiten,28,SG3,,,,,,,Muss,,,Dokument-/Nachricht- Einzelheiten,28,SG3,,,,,,,Muss,
Dokument-/Nachricht- Einzelheiten,29,SG3,DOC,,00006,,,,Muss,,,Dokument-/Nachricht- Einzelheiten,29,SG3,DOC,,00006,,,,Muss,
Dokument-/Nachricht- Einzelheiten,30,SG3,DOC,1001,,22,,Antwort auf Anfrage,X,,,Dokument-/Nachricht- Einzelheiten,30,SG3,DOC,1001,,22,,Antwort auf Anfrage,X,
Dokument-/Nachricht- Einzelheiten,31,SG3,DOC,1004,00006,,,Vorgangsnummer,X,,,Dokument-/Nachricht- Einzelheiten,31,SG3,DOC,1004,00006,,,Vorgangsnummer,X,
Prüfidentifikator,32,SG4,,,,,,,Muss,,,Prüfidentifikator,32,SG4,,,,,,,Muss,
Prüfidentifikator,33,SG4,RFF,,00007,,,,Muss,,,Prüfidentifikator,33,SG4,RFF,,00007,,,,Muss,
Prüfidentifikator,34,SG4,RFF,1153,00007,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,34,SG4,RFF,1153,00007,Z13,,Prüfidentifikator,X,
Prüfidentifikator,35,SG4,RFF,1154,,23004,,WiM / Bestätigung vom MSB an LF/ NB/MSB,X,,,Prüfidentifikator,35,SG4,RFF,1154,,23004,,WiM / Bestätigung vom MSB an LF/ NB/MSB,X,
Referenzangaben,36,SG4,,,,,,,Muss,,,Referenzangaben,36,SG4,,,,,,,Muss,
Referenzangaben,37,SG4,RFF,,00008,,,,Muss,,,Referenzangaben,37,SG4,RFF,,00008,,,,Muss,
Referenzangaben,38,SG4,RFF,1153,00008,AAV,,Nummer der Anfrage,X,,,Referenzangaben,38,SG4,RFF,1153,00008,AAV,,Nummer der Anfrage,X,
Referenzangaben,39,SG4,RFF,1154,00008,,,Dokumenten-/ Vorgangsnummer der Bezugsnachricht,X,[500] Hinweis: Vorgangsnummer (DOC DE1004) aus Prozessschritt 4b „Bestätigung der Störungsmeldung“ (Gas) bzw. Prozessschritt 2 „Antwort“ (Strom).,,Referenzangaben,39,SG4,RFF,1154,00008,,,Dokumenten-/ Vorgangsnummer der Bezugsnachricht,X,[500] Hinweis: Vorgangsnummer (DOC DE1004) aus Prozessschritt 4b „Bestätigung der Störungsmeldung“ (Gas) bzw. Prozessschritt 2 „Antwort“ (Strom).
