Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten- Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten- Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDRSP,,Bestellantwort,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDRSP,,Bestellantwort,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschrei bung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z57,,Übermittlung von Werten an ESA,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z57,,Übermittlung von Werten an ESA,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,00003,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/- zeit,X,
Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZ ZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZ ZZ,X,
Abonnement,14,,IMD,,00007,,,,Muss,,,Abonnement,14,,IMD,,00007,,,,Muss,
Abonnement,15,,IMD,7081,00007,Z01,,Start Abo,X,,,Abonnement,15,,IMD,7081,00007,Z01,,Start Abo,X,
Abonnement,16,,IMD,7081,,Z02,,Ende Abo,X,,,Abonnement,16,,IMD,7081,,Z02,,Ende Abo,X,
Abonnement,17,,IMD,7081,,Z03,,ohne Abo,X,,,Abonnement,17,,IMD,7081,,Z03,,ohne Abo,X,
Referenz Nachrichtennummer,18,SG1,RFF,,00009,,,,Muss,,,Referenz Nachrichtennummer,18,SG1,RFF,,00009,,,,Muss,
Referenz Nachrichtennummer,19,SG1,RFF,1153,00009,ON,,Auftragsnummer (Einkauf),X,,,Referenz Nachrichtennummer,19,SG1,RFF,1153,00009,ON,,Auftragsnummer (Einkauf),X,
Referenz Nachrichtennummer,20,SG1,RFF,1154,00009,,,Referenz,X [529],,,Referenz Nachrichtennummer,20,SG1,RFF,1154,00009,,,Referenz,X [529],
Prüfidentifikator,21,SG1,RFF,,00012,,,,Muss,,,Prüfidentifikator,21,SG1,RFF,,00012,,,,Muss,
Prüfidentifikator,22,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,22,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
Prüfidentifikator,23,SG1,RFF,1154,,19012,,Ablehnung der Ab-/Bestellung von Werten für ESA,X,,,Prüfidentifikator,23,SG1,RFF,1154,,19012,,Ablehnung der Ab-/Bestellung von Werten für ESA,X,
Einzelheiten zu einer Anpassung/Änderung,24,SG2,AJT,,00013,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,24,SG2,AJT,,00013,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,25,SG2,AJT,4465,00013,,,Code des Prüfschritts,X [18],"[17] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Zustimmung zugeordnet sein
[18] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Ablehnung zugeordnet sein",,Einzelheiten zu einer Anpassung/Änderung,25,SG2,AJT,4465,00013,,,Code des Prüfschritts,X [18],"[17] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Zustimmung zugeordnet sein
[18] Der hier angegebene Code des Prüfschritts muss im EBD dem Cluster Ablehnung zugeordnet sein"
Einzelheiten zu einer Anpassung/Änderung,26,SG2,AJT,1082,00013,E_025,,EBD Nr. E_0254,X [22],,,Einzelheiten zu einer Anpassung/Änderung,26,SG2,AJT,1082,00013,E_025,,EBD Nr. E_0254,X [22],
Einzelheiten zu einer Anpassung/Änderung,27,SG2,AJT,1082,,E_025,,EBD Nr. E_0256,X [21] ⊻,,,Einzelheiten zu einer Anpassung/Änderung,27,SG2,AJT,1082,,E_025,,EBD Nr. E_0256,X [21] ⊻,
Einzelheiten zu einer Anpassung/Änderung,28,SG2,AJT,1082,,6,,,[23],,,Einzelheiten zu einer Anpassung/Änderung,28,SG2,AJT,1082,,6,,,[23],
MP-ID Absender,29,SG3,NAD,,00015,,,,Muss,,,MP-ID Absender,29,SG3,NAD,,00015,,,,Muss,
MP-ID Absender,30,SG3,NAD,3035,00015,MS,,Dokumenten-/ Nachrichtenausstell er bzw. -absender,X,,,MP-ID Absender,30,SG3,NAD,3035,00015,MS,,Dokumenten-/ Nachrichtenausstell er bzw. -absender,X,
MP-ID Absender,31,SG3,NAD,3039,00015,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom,,MP-ID Absender,31,SG3,NAD,3039,00015,,,MP-ID,X [30],[30] MP-ID nur aus Sparte Strom
MP-ID Absender,32,SG3,NAD,3055,00015,9,,GS1,X,,,MP-ID Absender,32,SG3,NAD,3055,00015,9,,GS1,X,
MP-ID Absender,33,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,33,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Ansprechpartner,34,SG6,CTA,,00016,,,,Muss,,,Ansprechpartner,34,SG6,CTA,,00016,,,,Muss,
Ansprechpartner,35,SG6,CTA,3139,00016,IC,,Informationskontakt,X,,,Ansprechpartner,35,SG6,CTA,3139,00016,IC,,Informationskontakt,X,
Ansprechpartner,36,SG6,CTA,3412,00016,,,Kontakt,X,,,Ansprechpartner,36,SG6,CTA,3412,00016,,,Kontakt,X,
Kommunikationsverbindu ng,37,SG6,COM,,00017,,,,Muss,,,Kommunikationsverbindu ng,37,SG6,COM,,00017,,,,Muss,
Kommunikationsverbindu ng,38,SG6,COM,3148,00017,,,"Kommunikationsadresse, Identifikation",X,,,Kommunikationsverbindu ng,38,SG6,COM,3148,00017,,,"Kommunikationsadresse, Identifikation",X,
Kommunikationsverbindu ng,39,SG6,COM,3155,00017,EM,,Elektronische Post,X [1P0..1],,,Kommunikationsverbindu ng,39,SG6,COM,3155,00017,EM,,Elektronische Post,X [1P0..1],
