Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDCHG,,Bestelländerung,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDCHG,,Bestelländerung,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.1,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.1,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z57,,Übermittlung von Werten an ESA,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z57,,Übermittlung von Werten an ESA,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Beginn der Nachricht,10,,BGM,1225,00002,,,,1,,,Beginn der Nachricht,10,,BGM,1225,00002,,,,1,
Nachrichtendatum,11,,DTM,,00003,,,,Muss,,,Nachrichtendatum,11,,DTM,,00003,,,,Muss,
Nachrichtendatum,12,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,12,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,13,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,13,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,14,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,14,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Nachrichtennummer der Anfrage/Bestellung,15,SG1,,,,,,,Muss,,,Nachrichtennummer der Anfrage/Bestellung,15,SG1,,,,,,,Muss,
Nachrichtennummer der Anfrage/Bestellung,16,SG1,RFF,,00004,,,,Muss,,,Nachrichtennummer der Anfrage/Bestellung,16,SG1,RFF,,00004,,,,Muss,
Nachrichtennummer der Anfrage/Bestellung,17,SG1,RFF,1153,00004,ON,,Auftragsnummer (Einkauf),X,,,Nachrichtennummer der Anfrage/Bestellung,17,SG1,RFF,1153,00004,ON,,Auftragsnummer (Einkauf),X,
Nachrichtennummer der Anfrage/Bestellung,18,SG1,RFF,1154,00004,,,Nachrichtennummer,X [500],[500] Hinweis: Dokumentennummer aus BGM DE1004 der ORDERS,,Nachrichtennummer der Anfrage/Bestellung,18,SG1,RFF,1154,00004,,,Nachrichtennummer,X [500],[500] Hinweis: Dokumentennummer aus BGM DE1004 der ORDERS
Prüfidentifikator,19,SG1,,,,,,,Muss,,,Prüfidentifikator,19,SG1,,,,,,,Muss,
Prüfidentifikator,20,SG1,RFF,,00006,,,,Muss,,,Prüfidentifikator,20,SG1,RFF,,00006,,,,Muss,
Prüfidentifikator,21,SG1,RFF,1153,00006,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,21,SG1,RFF,1153,00006,Z13,,Prüfidentifikator,X,
Prüfidentifikator,22,SG1,RFF,1154,00006,39002,,Stornierung der Bestellung für ESA,X,,,Prüfidentifikator,22,SG1,RFF,1154,00006,39002,,Stornierung der Bestellung für ESA,X,
MP-ID Absender,23,SG3,,,,,,,Muss,,,MP-ID Absender,23,SG3,,,,,,,Muss,
MP-ID Absender,24,SG3,NAD,,00007,,,,Muss,,,MP-ID Absender,24,SG3,NAD,,00007,,,,Muss,
MP-ID Absender,25,SG3,NAD,3035,00007,Nachrichtenaussteller bzw. -absender,,,MS,,,MP-ID Absender,25,SG3,NAD,3035,00007,Nachrichtenaussteller bzw. -absender,,,MS,
MP-ID Absender,26,SG3,NAD,3039,00007,,,MP-ID,X [1],[1] MP-ID nur aus Sparte Strom,,MP-ID Absender,26,SG3,NAD,3039,00007,,,MP-ID,X [1],[1] MP-ID nur aus Sparte Strom
MP-ID Absender,27,SG3,NAD,3055,00007,9,,GS1,X,,,MP-ID Absender,27,SG3,NAD,3055,00007,9,,GS1,X,
MP-ID Absender,28,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,28,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Ansprechpartner,29,SG6,,,,,,,Kann,,,Ansprechpartner,29,SG6,,,,,,,Kann,
Ansprechpartner,30,SG6,CTA,,00008,,,,Muss,,,Ansprechpartner,30,SG6,CTA,,00008,,,,Muss,
Ansprechpartner,31,SG6,CTA,3139,00008,,,,IC,,,Ansprechpartner,31,SG6,CTA,3139,00008,,,,IC,
Ansprechpartner,32,SG6,CTA,3412,00008,,,Kontakt,X,,,Ansprechpartner,32,SG6,CTA,3412,00008,,,Kontakt,X,
Kommunikationsverbindung,33,SG6,COM,,00009,,,,Muss,,,Kommunikationsverbindung,33,SG6,COM,,00009,,,,Muss,
Kommunikationsverbindung,34,SG6,COM,3148,00009,,,"Kommunikationsadresse, Identifikation",X,,,Kommunikationsverbindung,34,SG6,COM,3148,00009,,,"Kommunikationsadresse, Identifikation",X (([939] [4]) ∨ ([940] [5])) ∧ [503],"[4] wenn im DE3155 in demselben COM der Code EM vorhanden ist
[5] wenn im DE3155 in demselben COM der Code TE / FX / AJ / AL vorhanden ist
[503] Hinweis: Es darf nur eine Information im DE3148 übermittelt werden
[939] Format: Die Zeichenkette muss die Zeichen @ und . enthalten
[940] Format: Die Zeichenkette muss mit dem Zeichen + beginnen und danach dürfen nur noch Ziffern folgen"
Kommunikationsverbindung,35,SG6,COM,3155,00009,EM,,Elektronische Post,X [1P0..1],,,Kommunikationsverbindung,35,SG6,COM,3155,00009,EM,,Elektronische Post,X [1P0..1],
Kommunikationsverbindung,36,SG6,COM,3155,,FX,,Telefax,X [1P0..1],,,Kommunikationsverbindung,36,SG6,COM,3155,,FX,,Telefax,X [1P0..1],
Kommunikationsverbindung,37,SG6,COM,3155,,TE,,Telefon,X [1P0..1],,,Kommunikationsverbindung,37,SG6,COM,3155,,TE,,Telefon,X [1P0..1],
Kommunikationsverbindung,38,SG6,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],,,Kommunikationsverbindung,38,SG6,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
Kommunikationsverbindung,39,SG6,COM,3155,,AL,,Handy,X [1P0..1],,,Kommunikationsverbindung,39,SG6,COM,3155,,AL,,Handy,X [1P0..1],
MP-ID Empfänger,40,SG3,,,,,,,Muss,,,MP-ID Empfänger,40,SG3,,,,,,,Muss,
