Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss [13],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)
[13] je UNB ist nur eine Nachricht mit BGM+Z32 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)",,Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss [14],"[12] je UNB ist nur eine Nachricht mit BGM+Z04 in der Übertragungsdatei erlaubt (nur eine Nachricht je Übertragungsdatei)
[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt"
Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,,PRICAT,,Preisliste/Katalog,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,,PRICAT,,Preisliste/Katalog,X,
Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,,20B,,Ausgabe 2020 - B,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,,20B,,Ausgabe 2020 - B,X,
Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,,2.0b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,,2.0c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,,,,,Muss,,,Beginn der Nachricht,7,,BGM,,,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,,Z32,,Preisblatt Messstellenbetrieb,X,,,Beginn der Nachricht,8,,BGM,1001,,Z32,,Preisblatt Messstellenbetrieb,X [30],
Beginn der Nachricht,9,,BGM,1004,,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1001,,Z77,,Preisblatt Konfigurationen,X,[30] wenn MP-ID in SG2 NAD+MR in der Rolle LF
,,,,,,,,,,,NEW,Beginn der Nachricht,10,,BGM,1004,,,,Dokumentennummer,X,
,,,,,,,,,,,NEW,Beginn der Nachricht,11,,BGM,1373,,11,,Dokument nicht verfügbar,S [35],[35] Wenn das in DE1001 angegebene Preisblatt vom MSB nicht genutzt wird.
Nachrichtendatum,10,,DTM,,,,,,Muss,,,Nachrichtendatum,12,,DTM,,,,,,Muss,
Nachrichtendatum,11,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,13,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",,Nachrichtendatum,14,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,15,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
Gültigkeitsbeginn,14,,DTM,,,,,,Muss,,,Gültigkeitsbeginn,16,,DTM,,,,,,Muss,
Gültigkeitsbeginn,15,,DTM,2005,,157,,"Gültigkeit, Beginndatum",X,,,Gültigkeitsbeginn,17,,DTM,2005,,157,,"Gültigkeit, Beginndatum",X,
Gültigkeitsbeginn,16,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Gültigkeitsbeginn,18,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1] ∧ ([514] ⊻ [518] ⊻ [515]),"[514] Hinweis: Wenn BGM DE1001 = Z32 und LIN DE7140 im Format n1-n2-n1-n3, dann muss der hier genannte Zeitpunkt ≥ 01.01.2024 00:00 Uhr gesetzlicher deutscher Zeit sein.
[515] Hinweis: Wenn BGM DE1001 = Z77, dann muss der hier genannte Zeitpunkt ≥ 01. 10.2023 00:00 Uhr gesetzlicher deutscher Zeit sein.
[518] Hinweis: Wenn BGM DE1001 = Z32 und LIN DE7140 im Format n13, dann muss der hier genannte Zeitpunkt < 01. 01.2024 00:00 Uhr gesetzlicher deutscher Zeit sein."
Gültigkeitsbeginn,17,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,,Gültigkeitsbeginn,19,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
Vorgängerversion,18,SG1,,,,,,,Soll [1],[1] Wenn Vorgängerversion vorhanden ,,Vorgängerversion,20,SG1,,,,,,,Soll [1],[1] Wenn Vorgängerversion vorhanden 
Vorgängerversion,19,SG1,RFF,,,,,,Muss,,,Vorgängerversion,21,SG1,RFF,,,,,,Muss,
Vorgängerversion,20,SG1,RFF,1153,,ACW,,Referenznummer einer vorangegangenen Nachricht,X,,,Vorgängerversion,22,SG1,RFF,1153,,ACW,,Referenznummer einer vorangegangenen Nachricht,X,
Vorgängerversion,21,SG1,RFF,1154,,,,"Referenz, Identifikation",X [504],[504] Hinweis: Dokumentennummer der PRICAT,,Vorgängerversion,23,SG1,RFF,1154,,,,"Referenz, Identifikation",X [504],[504] Hinweis: Dokumentennummer der PRICAT
Prüfidentifikator,22,SG1,,,,,,,Muss,,,Prüfidentifikator,24,SG1,,,,,,,Muss,
Prüfidentifikator,23,SG1,RFF,,,,,,Muss,,,Prüfidentifikator,25,SG1,RFF,,,,,,Muss,
Prüfidentifikator,24,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,26,SG1,RFF,1153,,Z13,,Prüfidentifikator,X,
Prüfidentifikator,25,SG1,RFF,1154,,27002,,"Preisblatt Messstellenbetrieb iMS, mME",X,,,Prüfidentifikator,27,SG1,RFF,1154,,27002,,Preisblatt MSB- Leistungen,X,
Name und Anschrift,26,SG2,,,,,,,Muss,,REMOVED,,,,,,,,,,,
Name und Anschrift,27,SG2,NAD,,,,,,Muss,,REMOVED,,,,,,,,,,,
Name und Anschrift,28,SG2,NAD,3035,,MR,,Nachrichtenempfänger,X,,REMOVED,,,,,,,,,,,
Name und Anschrift,29,SG2,NAD,3039,,,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom,REMOVED,,,,,,,,,,,
Name und Anschrift,30,SG2,NAD,3055,,9,,GS1,X,,REMOVED,,,,,,,,,,,
Name und Anschrift,31,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,REMOVED,,,,,,,,,,,
Name und Anschrift,32,SG2,,,,,,,Muss,,REMOVED,,,,,,,,,,,
Name und Anschrift,33,SG2,NAD,,,,,,Muss,,REMOVED,,,,,,,,,,,
Name und Anschrift,34,SG2,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,REMOVED,,,,,,,,,,,
Name und Anschrift,35,SG2,NAD,3039,,,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom,REMOVED,,,,,,,,,,,
Name und Anschrift,36,SG2,NAD,3055,,9,,GS1,X,,REMOVED,,,,,,,,,,,
Name und Anschrift,37,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,REMOVED,,,,,,,,,,,
,,,,,,,,,,,NEW,Empfänger-ID,28,SG2,,,,,,,Muss,
,,,,,,,,,,,NEW,Empfänger-ID,29,SG2,NAD,,,,,,Muss,
,,,,,,,,,,,NEW,Empfänger-ID,30,SG2,NAD,3035,,MR,,Nachrichtenempfänger,X,
,,,,,,,,,,,NEW,Empfänger-ID,31,SG2,NAD,3039,,,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom
,,,,,,,,,,,NEW,Empfänger-ID,32,SG2,NAD,3055,,9,,GS1,X,
,,,,,,,,,,,NEW,Empfänger-ID,33,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
,,,,,,,,,,,NEW,Sender-ID,34,SG2,,,,,,,Muss,
,,,,,,,,,,,NEW,Sender-ID,35,SG2,NAD,,,,,,Muss,
,,,,,,,,,,,NEW,Sender-ID,36,SG2,NAD,3035,,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
,,,,,,,,,,,NEW,Sender-ID,37,SG2,NAD,3039,,,,"Beteiligter, Identifikation",X [19],[19] Nur MP-ID aus Sparte Strom
,,,,,,,,,,,NEW,Sender-ID,38,SG2,NAD,3055,,9,,GS1,X,
,,,,,,,,,,,NEW,Sender-ID,39,SG2,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
Ansprechpartner,38,SG4,,,,,,,Kann,,,Ansprechpartner,40,SG4,,,,,,,Kann,
Ansprechpartner,39,SG4,CTA,,,,,,Muss,,,Ansprechpartner,41,SG4,CTA,,,,,,Muss,
Ansprechpartner,40,SG4,CTA,3139,,IC,,Informationskontakt,X,,,Ansprechpartner,42,SG4,CTA,3139,,IC,,Informationskontakt,X,
Ansprechpartner,41,SG4,CTA,3412,,,,Kontakt,X,,,Ansprechpartner,43,SG4,CTA,3412,,,,Kontakt,X,
Kommunikationsverbindung,42,SG4,COM,,,,,,Muss,,,Kommunikationsverbindung,44,SG4,COM,,,,,,Muss,
Kommunikationsverbindung,43,SG4,COM,3148,,,,"Kommunikationsadresse, Identifikation",X,,,Kommunikationsverbindung,45,SG4,COM,3148,,,,"Kommunikationsadresse, Identifikation",X,
Kommunikationsverbindung,44,SG4,COM,3155,,EM,,E-Mail,X [1P0..1],,,Kommunikationsverbindung,46,SG4,COM,3155,,EM,,E-Mail,X [1P0..1],
Kommunikationsverbindung,45,SG4,COM,3155,,FX,,Telefax,X [1P0..1],,,Kommunikationsverbindung,47,SG4,COM,3155,,FX,,Telefax,X [1P0..1],
Kommunikationsverbindung,46,SG4,COM,3155,,TE,,Telefon,X [1P0..1],,,Kommunikationsverbindung,48,SG4,COM,3155,,TE,,Telefon,X [1P0..1],
Kommunikationsverbindung,47,SG4,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],,,Kommunikationsverbindung,49,SG4,COM,3155,,AJ,,weiteres Telefon,X [1P0..1],
Kommunikationsverbindung,48,SG4,COM,3155,,AL,,Handy,X [1P0..1],,,Kommunikationsverbindung,50,SG4,COM,3155,,AL,,Handy,X [1P0..1],
Währungsangaben,49,SG6,,,,,,,Muss,,,Währungsangaben,51,SG6,,,,,,,Muss [9],[9] Wenn BGM DE1373 =11 nicht vorhanden
Währungsangaben,50,SG6,CUX,,,,,,Muss,,,Währungsangaben,52,SG6,CUX,,,,,,Muss,
Währungsangaben,51,SG6,CUX,6347,,2,,Referenzwährung,X,,,Währungsangaben,53,SG6,CUX,6347,,2,,Referenzwährung,X,
Währungsangaben,52,SG6,CUX,6345,,EUR,,Euro,X,,,Währungsangaben,54,SG6,CUX,6345,,EUR,,Euro,X,
Währungsangaben,53,SG6,CUX,6343,,8,,Währung der Preisliste,X,,,Währungsangaben,55,SG6,CUX,6343,,8,,Währung der Preisliste,X,
Produktgruppen- Information,54,SG17,,,,,,,Muss,,,Produktgruppen- Information,56,SG17,,,,,,,Muss [9],[9] Wenn BGM DE1373 =11 nicht vorhanden
Produktgruppen- Information,55,SG17,PGI,,,,,,Muss,,,Produktgruppen- Information,57,SG17,PGI,,,,,,Muss,
Produktgruppen- Information,56,SG17,PGI,5379,,9,,keine Gruppe genutzt,X,,,Produktgruppen- Information,58,SG17,PGI,5379,,9,,keine Gruppe genutzt,X,
Positionsdaten,57,SG36,,,,,,,Muss,,,Positionsdaten,59,SG36,,,,,,,Muss,
Positionsdaten,58,SG36,LIN,,,,,,Muss,,,Positionsdaten,60,SG36,LIN,,,,,,Muss,
Positionsdaten,59,SG36,LIN,1082,,,,Positionsnummer,X [908] [505],"[505] Hinweis: Vom Programm vergebene Positionsnummer innerhalb der Nachricht, mit 1 beginnend
[908] Format: Mögliche Werte: 1 bis n",,Positionsdaten,61,SG36,LIN,1082,,,,Positionsnummer,X [908] [505],"[505] Hinweis: Vom Programm vergebene Positionsnummer innerhalb der Nachricht, mit 1 beginnend
[908] Format: Mögliche Werte: 1 bis n"
