Segmentname_FV2304,Unnamed: 0_FV2304,Segmentgruppe_FV2304,Segment_FV2304,Datenelement_FV2304,Segment ID_FV2304,Code_FV2304,Qualifier_FV2304,Beschreibung_FV2304,Bedingungsausdruck_FV2304,Bedingung_FV2304,diff,Segmentname_FV2310,Unnamed: 0_FV2310,Segmentgruppe_FV2310,Segment_FV2310,Datenelement_FV2310,Segment ID_FV2310,Code_FV2310,Qualifier_FV2310,Beschreibung_FV2310,Bedingungsausdruck_FV2310,Bedingung_FV2310
Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss [14],[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt,,Nachrichten-Kopfsegment,0,,UNH,,,,,,Muss [14],[14] je UNB ist maximal je Code aus DE1001 eine Nachricht in der Übertragungsdatei erlaubt
Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,,PRICAT,,Preisliste/Katalog,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,,PRICAT,,Preisliste/Katalog,X,
Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,,20B,,Ausgabe 2020 - B,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,,20B,,Ausgabe 2020 - B,X,
Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,,2.0b,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,,2.0c,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,,,,,Muss,,,Beginn der Nachricht,7,,BGM,,,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,,Z54,,Preisblatt Sperren / Entsperren und Verzugskosten,X,,,Beginn der Nachricht,8,,BGM,1001,,Z54,,Preisblatt Sperren / Entsperren und Verzugskosten,X,
Beginn der Nachricht,9,,BGM,1001,,Z64,,Preisblatt Netznutzung ohne gemeindespezifische Konzessionsabgaben,X,,,Beginn der Nachricht,9,,BGM,1001,,Z64,,Preisblatt Netznutzung ohne gemeindespezifische Konzessionsabgaben,X [492],
Beginn der Nachricht,10,,BGM,1001,,Z67,,Preisblatt Blindarbeit,X,,,Beginn der Nachricht,10,,BGM,1001,,Z67,,Preisblatt Blindarbeit,X [492],
Beginn der Nachricht,11,,BGM,1001,,Z70,,Preisblatt Netznutzung: Gemeindespezifische Konzessionsabgaben,X,,,Beginn der Nachricht,11,,BGM,1001,,Z70,,Preisblatt Netznutzung: Gemeindespezifische Konzessionsabgaben,X [492],[492] wenn MP-ID in NAD+MR aus Sparte Strom 
Beginn der Nachricht,12,,BGM,1004,,,,Dokumentennummer,X,,,Beginn der Nachricht,12,,BGM,1004,,,,Dokumentennummer,X,
Beginn der Nachricht,13,,BGM,1373,,,,,11,[8] Wenn das in DE1001 angegebene Preisblatt vom NB nicht genutzt wird.,,Beginn der Nachricht,13,,BGM,1373,,,,,11,[8] Wenn das in DE1001 angegebene Preisblatt vom NB nicht genutzt wird.
Nachrichtendatum,14,,DTM,,,,,,Muss,,,Nachrichtendatum,14,,DTM,,,,,,Muss,
Nachrichtendatum,15,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,15,,DTM,2005,,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,16,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00",,Nachrichtendatum,16,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt
[931] Format: ZZZ = +00"
Nachrichtendatum,17,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,17,,DTM,2379,,303,,CCYYMMDDHHMMZZZ,X,
Gültigkeitsbeginn,18,,DTM,,,,,,Muss,,,Gültigkeitsbeginn,18,,DTM,,,,,,Muss,
Gültigkeitsbeginn,19,,DTM,2005,,157,,"Gültigkeit, Beginndatum",X,,,Gültigkeitsbeginn,19,,DTM,2005,,157,,"Gültigkeit, Beginndatum",X,
Gültigkeitsbeginn,20,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Gültigkeitsbeginn,20,,DTM,2380,,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
