Segmentname_FV2404,Unnamed: 0_FV2404,Segmentgruppe_FV2404,Segment_FV2404,Datenelement_FV2404,Segment ID_FV2404,Code_FV2404,Qualifier_FV2404,Beschreibung_FV2404,Bedingungsausdruck_FV2404,Bedingung_FV2404,diff,Segmentname_FV2410,Unnamed: 0_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,REQOTE,,Anfrage,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,REQOTE,,Anfrage,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z74,,Bestellung eines Angebots einer Konfiguration,X [36],,,Beginn der Nachricht,8,,BGM,1001,00002,Z74,,Bestellung eines Angebots einer Konfiguration,X [36],
Beginn der Nachricht,9,,BGM,1001,,Z82,,Bestellung eines Angebots einer Konfiguration durch den LF,X [35],"[35] Wenn MP-ID in SG11 NAD+MS mit Rolle LF vorhanden
[36] Wenn MP-ID in SG11 NAD+MS mit Rolle NB vorhanden",,Beginn der Nachricht,9,,BGM,1001,,Z82,,Bestellung eines Angebots einer Konfiguration durch den LF,X [35],"[35] Wenn MP-ID in SG11 NAD+MS mit Rolle LF vorhanden
[36] Wenn MP-ID in SG11 NAD+MS mit Rolle NB vorhanden"
Beginn der Nachricht,10,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,10,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,11,,DTM,,00003,,,,Muss,,,Nachrichtendatum,11,,DTM,,00003,,,,Muss,
Nachrichtendatum,12,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,12,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,13,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,13,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,14,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,14,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Datum zum geplanten Leistungsbeginn,15,,DTM,,00004,,,,Muss [16],[16] Wenn SG1 RFF+Z41 (Referenznummer des Vorgangs der Anmeldung nach WiM) nicht vorhanden ,,Datum zum geplanten Leistungsbeginn,15,,DTM,,00004,,,,Muss [16],[16] Wenn SG1 RFF+Z41 (Referenznummer des Vorgangs der Anmeldung nach WiM) nicht vorhanden 
Datum zum geplanten Leistungsbeginn,16,,DTM,2005,00004,76,,"Lieferdatum/-zeit, geplant",X,,,Datum zum geplanten Leistungsbeginn,16,,DTM,2005,00004,76,,"Lieferdatum/-zeit, geplant",X,
Datum zum geplanten Leistungsbeginn,17,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],,,Datum zum geplanten Leistungsbeginn,17,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB1],
Datum zum geplanten Leistungsbeginn,18,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,,,Datum zum geplanten Leistungsbeginn,18,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,
Grund des Angebots,19,,IMD,,00007,,,,Muss,,,Grund des Angebots,19,,IMD,,00007,,,,Muss,
Grund des Angebots,20,,IMD,7081,00007,Z55,,Änderung Konfiguration,X,,,Grund des Angebots,20,,IMD,7081,00007,Z55,,Änderung Konfiguration,X,
Grund des Angebots,21,,IMD,7081,,Z64,,Neukonfiguration,X,,,Grund des Angebots,21,,IMD,7081,,Z64,,Neukonfiguration,X,
Prüfidentifikator,22,SG1,,,,,,,Muss,,,Prüfidentifikator,22,SG1,,,,,,,Muss,
Prüfidentifikator,23,SG1,RFF,,00009,,,,Muss,,,Prüfidentifikator,23,SG1,RFF,,00009,,,,Muss,
Prüfidentifikator,24,SG1,RFF,1153,00009,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,24,SG1,RFF,1153,00009,Z13,,Prüfidentifikator,X,
Prüfidentifikator,25,SG1,RFF,1154,00009,35004,,Anfrage einer Konfiguration,X,,,Prüfidentifikator,25,SG1,RFF,1154,00009,35004,,Anfrage einer Konfiguration,X,
Referenznummer des Vorgangs der Anmeldung nach WiM,26,SG1,,,,,,,Muss [15],[15] Wenn DTM+76 (Datum zum geplanten Leistungsbeginn) nicht vorhanden ,,Referenznummer des Vorgangs der Anmeldung nach WiM,26,SG1,,,,,,,Muss [15],[15] Wenn DTM+76 (Datum zum geplanten Leistungsbeginn) nicht vorhanden 
Referenznummer des Vorgangs der Anmeldung nach WiM,27,SG1,RFF,,00010,,,,Muss,,,Referenznummer des Vorgangs der Anmeldung nach WiM,27,SG1,RFF,,00010,,,,Muss,
Referenznummer des Vorgangs der Anmeldung nach WiM,28,SG1,RFF,1153,00010,Z41,,Referenznummer des Vorgangs der Anmeldung nach WiM,X,,,Referenznummer des Vorgangs der Anmeldung nach WiM,28,SG1,RFF,1153,00010,Z41,,Referenznummer des Vorgangs der Anmeldung nach WiM,X,
Referenznummer des Vorgangs der Anmeldung nach WiM,29,SG1,RFF,1154,00010,,,"Referenz, Identifikation",X [507],[507] Hinweis: Vorgangsnummer aus SG4 IDE+24 DE7402 der UTILMD mit BGM+E01 mit der die Anmeldung des MSB-Wechsels erfolgt ist.,,Referenznummer des Vorgangs der Anmeldung nach WiM,29,SG1,RFF,1154,00010,,,"Referenz, Identifikation",X [507],[507] Hinweis: Vorgangsnummer aus SG4 IDE+24 DE7402 der UTILMD mit BGM+E01 mit der die Anmeldung des MSB-Wechsels erfolgt ist.
Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,30,SG1,,,,,,,Muss [18],[18] Wenn IMD++Z55 (Änderung Konfiguration) vorhanden,,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,30,SG1,,,,,,,Muss [18],[18] Wenn IMD++Z55 (Änderung Konfiguration) vorhanden
Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,31,SG1,RFF,,00011,,,,Muss,,,Referenznummer der Nachricht der betroffenen Antwort auf Bestellung ,31,SG1,RFF,,00011,,,,Muss,
