Segmentname_old,Unnamed: 0_old,Segmentgruppe_old,Segment_old,Datenelement_old,Segment ID_old,Code_old,Qualifier_old,Beschreibung_old,Bedingungsausdruck_old,Bedingung_old,diff,Segmentname_new,Unnamed: 0_new,Segmentgruppe_new,Segment_new,Datenelement_new,Segment ID_new,Code_new,Qualifier_new,Beschreibung_new,Bedingungsausdruck_new,Bedingung_new
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDCHG,,Bestelländerung,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDCHG,,Bestelländerung,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,20B,,Ausgabe 2020 - B,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.1,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.1,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z51,,Sperrung,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z51,,Sperrung,X,
Beginn der Nachricht,9,,BGM,1001,,Z52,,Entsperrung,X,,,Beginn der Nachricht,9,,BGM,1001,,Z52,,Entsperrung,X,
Beginn der Nachricht,10,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,10,,BGM,1004,00002,,,Dokumentennummer,X,
Beginn der Nachricht,11,,BGM,1225,00002,1,,Aufhebung/Stornierung,X,,,Beginn der Nachricht,11,,BGM,1225,00002,1,,Aufhebung/Stornierung,X,
Nachrichtendatum,12,,DTM,,00003,,,,Muss,,,Nachrichtendatum,12,,DTM,,00003,,,,Muss,
Nachrichtendatum,13,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,13,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,14,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,14,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,15,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,15,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Nachrichtennummer der Anfrage/Bestellung,16,SG1,,,,,,,Muss,,,Nachrichtennummer der Anfrage/Bestellung,16,SG1,,,,,,,Muss,
Nachrichtennummer der Anfrage/Bestellung,17,SG1,RFF,,00004,,,,Muss,,,Nachrichtennummer der Anfrage/Bestellung,17,SG1,RFF,,00004,,,,Muss,
Nachrichtennummer der Anfrage/Bestellung,18,SG1,RFF,1153,00004,ON,,Auftragsnummer (Einkauf),X,,,Nachrichtennummer der Anfrage/Bestellung,18,SG1,RFF,1153,00004,ON,,Auftragsnummer (Einkauf),X,
Nachrichtennummer der Anfrage/Bestellung,19,SG1,RFF,1154,00004,,,Nachrichtennummer,X ([2] ∧ [500]) ⊻ ([3] ∧ [501]) ,"[2] Wenn BGM+Z51 (Sperrung) vorhanden
[3] Wenn BGM+Z52 (Entsperrung) vorhanden
[500] Hinweis: Dokumentennummer aus BGM DE1004 der ORDERS
[501] Hinweis: Wert aus BGM+Z33 DE1004 der IFTSTA mit der die Information über den Entsperrauftrag übermittelt wurde",,Nachrichtennummer der Anfrage/Bestellung,19,SG1,RFF,1154,00004,,,Nachrichtennummer,X ([2] ∧ [500]) ⊻ ([3] ∧ [501]) ,"[2] Wenn BGM+Z51 (Sperrung) vorhanden
[3] Wenn BGM+Z52 (Entsperrung) vorhanden
[500] Hinweis: Dokumentennummer aus BGM DE1004 der ORDERS
[501] Hinweis: Wert aus BGM+Z33 DE1004 der IFTSTA mit der die Information über den Entsperrauftrag übermittelt wurde"
Vorgangsnummer der Anfrage/Bestellung,20,SG1,,,,,,,Muss [3],[3] Wenn BGM+Z52 (Entsperrung) vorhanden,,Vorgangsnummer der Anfrage/Bestellung,20,SG1,,,,,,,Muss [3],[3] Wenn BGM+Z52 (Entsperrung) vorhanden
Vorgangsnummer der Anfrage/Bestellung,21,SG1,RFF,,00005,,,,Muss,,,Vorgangsnummer der Anfrage/Bestellung,21,SG1,RFF,,00005,,,,Muss,
Vorgangsnummer der Anfrage/Bestellung,22,SG1,RFF,1153,00005,TN,,Transaktions- Referenznummer,X,,,Vorgangsnummer der Anfrage/Bestellung,22,SG1,RFF,1153,00005,TN,,Transaktions- Referenznummer,X,
Vorgangsnummer der Anfrage/Bestellung,23,SG1,RFF,1154,00005,,,Vorgangsnummer,X [502],[502] Hinweis: Vorgangsnummer aus CNI DE1490 der IFTSTA mit BGM+Z33 mit der die Information über den Entsperrauftrag übermittelt wurde,,Vorgangsnummer der Anfrage/Bestellung,23,SG1,RFF,1154,00005,,,Vorgangsnummer,X [502],[502] Hinweis: Vorgangsnummer aus CNI DE1490 der IFTSTA mit BGM+Z33 mit der die Information über den Entsperrauftrag übermittelt wurde
Prüfidentifikator,24,SG1,,,,,,,Muss,,,Prüfidentifikator,24,SG1,,,,,,,Muss,
Prüfidentifikator,25,SG1,RFF,,00006,,,,Muss,,,Prüfidentifikator,25,SG1,RFF,,00006,,,,Muss,
Prüfidentifikator,26,SG1,RFF,1153,00006,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,26,SG1,RFF,1153,00006,Z13,,Prüfidentifikator,X,
Prüfidentifikator,27,SG1,RFF,1154,,39001,,Weiterleitung der Stornierung,X,,,Prüfidentifikator,27,SG1,RFF,1154,,39001,,Weiterleitung der Stornierung,X,
MP-ID Absender,28,SG3,,,,,,,Muss,,,MP-ID Absender,28,SG3,,,,,,,Muss,
MP-ID Absender,29,SG3,NAD,,00007,,,,Muss,,,MP-ID Absender,29,SG3,NAD,,00007,,,,Muss,
MP-ID Absender,30,SG3,NAD,3035,00007,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,,MP-ID Absender,30,SG3,NAD,3035,00007,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
MP-ID Absender,31,SG3,NAD,3039,00007,,,MP-ID,X,,,MP-ID Absender,31,SG3,NAD,3039,00007,,,MP-ID,X,
MP-ID Absender,32,SG3,NAD,3055,00007,9,,GS1,X,,,MP-ID Absender,32,SG3,NAD,3055,00007,9,,GS1,X,
MP-ID Absender,33,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,,,MP-ID Absender,33,SG3,NAD,3055,,293,,"DE, BDEW (Bundesverband der Energie- und Wasserwirtschaft e.V.)",X,
MP-ID Absender,34,SG3,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,,,MP-ID Absender,34,SG3,NAD,3055,,332,,"DE, DVGW Service & Consult GmbH",X,
Ansprechpartner,35,SG6,,,,,,,Kann,,,Ansprechpartner,35,SG6,,,,,,,Kann,
Ansprechpartner,36,SG6,CTA,,00008,,,,Muss,,,Ansprechpartner,36,SG6,CTA,,00008,,,,Muss,
