Segmentname_FV2410,Unnamed: 0_FV2410,Segmentgruppe_FV2410,Segment_FV2410,Datenelement_FV2410,Segment ID_FV2410,Code_FV2410,Qualifier_FV2410,Beschreibung_FV2410,Bedingungsausdruck_FV2410,Bedingung_FV2410,diff,Segmentname_FV2504,Unnamed: 0_FV2504,Segmentgruppe_FV2504,Segment_FV2504,Datenelement_FV2504,Segment ID_FV2504,Code_FV2504,Qualifier_FV2504,Beschreibung_FV2504,Bedingungsausdruck_FV2504,Bedingung_FV2504
Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,,,Nachrichten-Kopfsegment,0,,UNH,,00001,,,,Muss,
Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,,,Nachrichten-Kopfsegment,1,,UNH,0062,00001,,,Nachrichten-Referenznummer,X,
Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDRSP,,Bestellantwort,X,,,Nachrichten-Kopfsegment,2,,UNH,0065,00001,ORDRSP,,Bestellantwort,X,
Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,,,Nachrichten-Kopfsegment,3,,UNH,0052,00001,D,,Entwurfs-Version,X,
Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,,,Nachrichten-Kopfsegment,4,,UNH,0054,00001,10A,,Ausgabe 2010 - A,X,
Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,,,Nachrichten-Kopfsegment,5,,UNH,0051,00001,UN,,UN/CEFACT,X,
Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.3,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,,,Nachrichten-Kopfsegment,6,,UNH,0057,00001,1.4,,Versionsnummer der zugrundeliegenden BDEW- Nachrichtenbeschreibung,X,
Beginn der Nachricht,7,,BGM,,00002,,,,Muss,,,Beginn der Nachricht,7,,BGM,,00002,,,,Muss,
Beginn der Nachricht,8,,BGM,1001,00002,Z10,,Geräteübernahme,X,,,Beginn der Nachricht,8,,BGM,1001,00002,Z10,,Geräteübernahme,X,
Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,,,Beginn der Nachricht,9,,BGM,1004,00002,,,Dokumentennummer,X,
Nachrichtendatum,10,,DTM,,00003,,,,Muss,,,Nachrichtendatum,10,,DTM,,00003,,,,Muss,
Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,,,Nachrichtendatum,11,,DTM,2005,00003,137,,Dokumenten-/ Nachrichtendatum/-zeit,X,
Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00",,Nachrichtendatum,12,,DTM,2380,00003,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [931] [494],"[494] Das hier genannte Datum muss der Zeitpunkt sein, zu dem das Dokument erstellt wurde, oder ein Zeitpunkt, der davor liegt.
[931] Format: ZZZ = +00"
Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,,,Nachrichtendatum,13,,DTM,2379,00003,303,,CCYYMMDDHHMMZZZ,X,
Ausführungsdatum,14,,DTM,,00004,,,,Muss,,,Ausführungsdatum,14,,DTM,,00004,,,,Muss,
Ausführungsdatum,15,,DTM,2005,00004,203,,Ausführungsdatum/-zeit,X,,,Ausführungsdatum,15,,DTM,2005,00004,203,,Ausführungsdatum/-zeit,X,
Ausführungsdatum,16,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3],,,Ausführungsdatum,16,,DTM,2380,00004,,,"Datum oder Uhrzeit oder Zeitspanne, Wert",X [UB3],
Ausführungsdatum,17,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,,,Ausführungsdatum,17,,DTM,2379,00004,303,,CCYYMMDDHHMMZZZ,X,
Produkt-/ Leistungsbeschreibung,18,,IMD,,00008,,,,Muss,,REMOVED,,,,,,,,,,,
Produkt-/ Leistungsbeschreibung,19,,IMD,7081,00008,Z07,,Kauf,X,,REMOVED,,,,,,,,,,,
Produkt-/ Leistungsbeschreibung,20,,IMD,7081,,Z08,,Nutzungsüberlassung,X,,REMOVED,,,,,,,,,,,
Referenz Nachrichtennummer,21,SG1,,,,,,,Muss,,,Referenz Nachrichtennummer,18,SG1,,,,,,,Muss,
Referenz Nachrichtennummer,22,SG1,RFF,,00009,,,,Muss,,,Referenz Nachrichtennummer,19,SG1,RFF,,00009,,,,Muss,
Referenz Nachrichtennummer,23,SG1,RFF,1153,00009,ON,,Auftragsnummer (Einkauf),X,,,Referenz Nachrichtennummer,20,SG1,RFF,1153,00009,ON,,Auftragsnummer (Einkauf),X,
Referenz Nachrichtennummer,24,SG1,RFF,1154,00009,,,Referenz Nachrichtennummer,X [518],"[518] Hinweis: Wert aus BGM+Z10 DE1004 der ORDERS, mit der die Bestellung erfolgt ist",,Referenz Nachrichtennummer,21,SG1,RFF,1154,00009,,,Referenz Nachrichtennummer,X [518],"[518] Hinweis: Wert aus BGM+Z10 DE1004 der ORDERS, mit der die Bestellung erfolgt ist"
Prüfidentifikator,25,SG1,,,,,,,Muss,,,Prüfidentifikator,22,SG1,,,,,,,Muss,
Prüfidentifikator,26,SG1,RFF,,00012,,,,Muss,,,Prüfidentifikator,23,SG1,RFF,,00012,,,,Muss,
Prüfidentifikator,27,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,,,Prüfidentifikator,24,SG1,RFF,1153,00012,Z13,,Prüfidentifikator,X,
Prüfidentifikator,28,SG1,RFF,1154,00012,19001,,Bestellbestätigung,X,,,Prüfidentifikator,25,SG1,RFF,1154,00012,19001,,Bestellbestätigung,X,
Einzelheiten zu einer Anpassung/Änderung,29,SG2,,,,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,26,SG2,,,,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,30,SG2,AJT,,00013,,,,Muss,,,Einzelheiten zu einer Anpassung/Änderung,27,SG2,AJT,,00013,,,,Muss,
Einzelheiten zu einer Anpassung/Änderung,31,SG2,AJT,4465,00013,,,Code des Prüfschritts,X,,,Einzelheiten zu einer Anpassung/Änderung,28,SG2,AJT,4465,00013,,,Code des Prüfschritts,X,
Einzelheiten zu einer Anpassung/Änderung,32,SG2,AJT,1082,00013,G_0061,,Codeliste Gas Nr. G_0061,X [493],,,Einzelheiten zu einer Anpassung/Änderung,29,SG2,AJT,1082,00013,G_0061,,Codeliste Gas Nr. G_0061,X [493],
Einzelheiten zu einer Anpassung/Änderung,33,SG2,AJT,1082,,G_0074 S_0067 S_0068,,Codeliste Gas Nr. G_0074 Codeliste Strom Nr. S_0067 Codeliste Strom Nr. S_0068,X [492],"[492] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Strom
[493] Wenn MP-ID in NAD+MR (Nachrichtenempfänger) aus Sparte Gas",,Einzelheiten zu einer Anpassung/Änderung,30,SG2,AJT,1082,,G_0074 S_0067 S_0068,,Codeliste Gas Nr. G_0074 Codeliste Strom Nr. S_0067 Codeliste Strom Nr. S_0068,X [492],"[492] wenn MP-ID in NAD+MR aus Sparte Strom
[493] wenn MP-ID in NAD+MR aus Sparte Gas"
MP-ID Absender,34,SG3,,,,,,,Muss,,,MP-ID Absender,31,SG3,,,,,,,Muss,
MP-ID Absender,35,SG3,NAD,,00015,,,,Muss,,,MP-ID Absender,32,SG3,NAD,,00015,,,,Muss,
MP-ID Absender,36,SG3,NAD,3035,00015,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,,,MP-ID Absender,33,SG3,NAD,3035,00015,MS,,Dokumenten-/ Nachrichtenaussteller bzw. -absender,X,
MP-ID Absender,37,SG3,NAD,3039,00015,,,MP-ID,X,,,MP-ID Absender,34,SG3,NAD,3039,00015,,,MP-ID,X,
MP-ID Absender,38,SG3,NAD,3055,00015,9,,GS1,X,,,MP-ID Absender,35,SG3,NAD,3055,00015,9,,GS1,X,
